AID,SERVICE,MID
20-171720,elava-arkisto,26-21338
20-171720,elava-arkisto,26-21484
20-171720,elava-arkisto,26-6516
20-171720,elava-arkisto,26-6567
20-171720,elava-arkisto,26-109979
20-171720,elava-arkisto,26-107912
20-171720,elava-arkisto,26-44122
20-171720,elava-arkisto,26-18945
20-171720,elava-arkisto,26-28615
20-171720,elava-arkisto,26-91
20-171720,elava-arkisto,26-111438
20-171720,elava-arkisto,26-35325
20-171720,elava-arkisto,26-35260
20-171720,elava-arkisto,26-32761
20-171720,elava-arkisto,26-3409
20-171720,elava-arkisto,26-78746
20-171720,elava-arkisto,26-102754
20-171720,elava-arkisto,26-105002
20-171720,elava-arkisto,26-1454
20-171720,elava-arkisto,26-28640
20-171720,elava-arkisto,26-111246
20-171720,elava-arkisto,26-37522
20-171720,elava-arkisto,26-33735
20-171720,elava-arkisto,26-48382
20-171720,elava-arkisto,26-77582
20-171720,elava-arkisto,26-26446
20-171720,elava-arkisto,26-26447
20-171720,elava-arkisto,26-15499
20-171720,elava-arkisto,26-48869
20-171720,elava-arkisto,26-96136
20-171961,elava-arkisto,26-111776
20-171961,elava-arkisto,26-111779
20-171961,elava-arkisto,26-111781
20-171961,elava-arkisto,26-111777
20-171687,elava-arkisto,26-111752
20-171382,elava-arkisto,26-111759
20-171382,elava-arkisto,26-111758
20-171382,elava-arkisto,26-21280
20-171382,elava-arkisto,26-111749
20-171265,elava-arkisto,26-76851
20-171265,elava-arkisto,26-892
20-171265,elava-arkisto,26-895
20-171265,elava-arkisto,26-893
20-171265,elava-arkisto,26-894
20-171265,elava-arkisto,26-900
20-171265,elava-arkisto,26-1305
20-171265,elava-arkisto,26-9167
20-171265,elava-arkisto,26-1195
20-171265,elava-arkisto,26-1241
20-171265,elava-arkisto,26-13332
20-171265,elava-arkisto,26-1251
20-171265,elava-arkisto,26-1252
20-165446,elava-arkisto,26-111440
20-165446,elava-arkisto,26-50171
20-171172,elava-arkisto,26-111722
20-171172,elava-arkisto,26-111725
20-171172,elava-arkisto,26-111723
20-170838,elava-arkisto,26-30369
20-170838,elava-arkisto,26-30371
20-170838,elava-arkisto,26-111714
20-170838,elava-arkisto,26-30373
20-170838,elava-arkisto,26-30376
20-170838,elava-arkisto,26-30381
20-170838,elava-arkisto,26-31587
20-170838,elava-arkisto,26-96383
20-170838,elava-arkisto,26-96347
20-170838,elava-arkisto,26-96349
20-170838,elava-arkisto,26-104036
20-171057,elava-arkisto,26-111716
20-170449,elava-arkisto,26-111673
20-170969,elava-arkisto,26-111713
20-167429,elava-arkisto,26-111545
20-167429,elava-arkisto,26-111529
20-167429,elava-arkisto,26-111547
20-167429,elava-arkisto,26-111531
20-167429,elava-arkisto,26-111608
20-167429,elava-arkisto,26-111548
20-167429,elava-arkisto,26-111549
20-167429,elava-arkisto,26-111653
20-167429,elava-arkisto,26-111552
20-167429,elava-arkisto,26-111555
20-167429,elava-arkisto,26-111644
20-167429,elava-arkisto,26-111558
20-169919,elava-arkisto,26-23387
20-170436,elava-arkisto,26-111699
20-170436,elava-arkisto,26-111700
20-170455,elava-arkisto,26-111671
20-170455,elava-arkisto,26-111684
20-170455,elava-arkisto,26-111683
20-170455,elava-arkisto,26-111685
20-170455,elava-arkisto,26-111679
20-170455,elava-arkisto,26-111672
20-170455,elava-arkisto,26-111670
20-170455,elava-arkisto,26-111686
20-170455,elava-arkisto,26-111687
20-170455,elava-arkisto,26-111694
20-170493,elava-arkisto,26-111692
20-170493,elava-arkisto,26-104083
20-170493,elava-arkisto,26-111693
20-170291,elava-arkisto,26-109148
20-169864,elava-arkisto,26-111663
20-169740,elava-arkisto,26-111610
20-169740,elava-arkisto,26-111612
20-169304,elava-arkisto,26-111116
20-168665,elava-arkisto,26-111521
20-169240,elava-arkisto,26-111550
20-169240,elava-arkisto,26-111556
20-169240,elava-arkisto,26-111554
20-169240,elava-arkisto,26-111553
20-169240,elava-arkisto,26-111551
20-168924,elava-arkisto,26-111543
20-168870,elava-arkisto,26-111538
20-168870,elava-arkisto,26-111539
20-168870,elava-arkisto,26-111542
20-168672,elava-arkisto,26-1454
20-168672,elava-arkisto,26-1430
20-168672,elava-arkisto,26-1431
20-168672,elava-arkisto,26-1455
20-168672,elava-arkisto,26-1545
20-168672,elava-arkisto,26-1744
20-168672,elava-arkisto,26-1463
20-168672,elava-arkisto,26-1546
20-168672,elava-arkisto,26-4816
20-168672,elava-arkisto,26-4817
20-168672,elava-arkisto,26-1616
20-168672,elava-arkisto,26-2984
20-168672,elava-arkisto,26-2985
20-168672,elava-arkisto,26-1465
20-168672,elava-arkisto,26-106365
20-168389,elava-arkisto,26-111455
20-168733,elava-arkisto,26-111405
20-168733,elava-arkisto,26-111408
20-167668,elava-arkisto,26-111443
20-167668,elava-arkisto,26-83
20-167668,elava-arkisto,26-84
20-167668,elava-arkisto,26-91
20-167668,elava-arkisto,26-190
20-167668,elava-arkisto,26-111453
20-167668,elava-arkisto,26-191
20-167668,elava-arkisto,26-205
20-167668,elava-arkisto,26-111437
20-167668,elava-arkisto,26-111438
20-167668,elava-arkisto,26-275
20-167668,elava-arkisto,26-260
20-167668,elava-arkisto,26-271
20-167668,elava-arkisto,26-300
20-167668,elava-arkisto,26-301
20-168468,elava-arkisto,26-111484
20-168468,elava-arkisto,26-111483
20-168468,elava-arkisto,26-111480
20-168468,elava-arkisto,26-111492
20-168468,elava-arkisto,26-111503
20-168468,elava-arkisto,26-111479
20-168468,elava-arkisto,26-111478
20-168468,elava-arkisto,26-111505
20-165929,elava-arkisto,26-111447
20-165929,elava-arkisto,26-111486
20-165929,elava-arkisto,26-111471
20-165929,elava-arkisto,26-111464
20-165929,elava-arkisto,26-111383
20-165929,elava-arkisto,26-111466
20-165929,elava-arkisto,26-111398
20-165929,elava-arkisto,26-111399
20-165929,elava-arkisto,26-111382
20-165929,elava-arkisto,26-111400
20-165929,elava-arkisto,26-111380
20-165929,elava-arkisto,26-111381
20-165929,elava-arkisto,26-111401
20-165929,elava-arkisto,26-111470
20-167809,elava-arkisto,26-111475
20-168250,elava-arkisto,26-111463
20-168250,elava-arkisto,26-111477
20-167949,elava-arkisto,26-111445
20-167548,elava-arkisto,26-867
20-167548,elava-arkisto,26-873
20-167548,elava-arkisto,26-874
20-167548,elava-arkisto,26-864
20-167548,elava-arkisto,26-858
20-167548,elava-arkisto,26-859
20-167548,elava-arkisto,26-860
20-167548,elava-arkisto,26-12956
20-167548,elava-arkisto,26-106367
20-167632,elava-arkisto,26-111411
20-167596,elava-arkisto,26-111409
20-167642,elava-arkisto,26-111406
20-167642,elava-arkisto,26-111404
20-167642,elava-arkisto,26-111405
20-167642,elava-arkisto,26-111408
20-167642,elava-arkisto,26-111407
20-167124,elava-arkisto,26-111379
20-167016,elava-arkisto,26-109872
20-167016,elava-arkisto,26-111378
20-167016,elava-arkisto,26-95429
20-164344,elava-arkisto,26-111185
20-166676,elava-arkisto,26-111369
20-157981,elava-arkisto,26-117
20-157981,elava-arkisto,26-98190
20-157981,elava-arkisto,26-11063
20-157981,elava-arkisto,26-110795
20-157981,elava-arkisto,26-25211
20-157981,elava-arkisto,26-99890
20-157981,elava-arkisto,26-11048
20-157981,elava-arkisto,26-2784
20-157981,elava-arkisto,26-39861
20-157981,elava-arkisto,26-16084
20-157981,elava-arkisto,26-18568
20-157981,elava-arkisto,26-18573
20-157981,elava-arkisto,26-111198
20-157981,elava-arkisto,26-108893
20-157981,elava-arkisto,26-9123
20-157981,elava-arkisto,26-54432
20-157981,elava-arkisto,26-43268
20-157981,elava-arkisto,26-73319
20-157981,elava-arkisto,26-21262
20-157981,elava-arkisto,26-13950
20-157981,elava-arkisto,26-47617
20-157981,elava-arkisto,26-98761
20-157981,elava-arkisto,26-24552
20-157981,elava-arkisto,26-32949
20-157981,elava-arkisto,26-110057
20-157981,elava-arkisto,26-94475
20-157981,elava-arkisto,26-94334
20-157981,elava-arkisto,26-78444
20-157981,elava-arkisto,26-50023
20-157981,elava-arkisto,26-25528
20-157981,elava-arkisto,26-77507
20-157981,elava-arkisto,26-4086
20-157981,elava-arkisto,26-20373
20-157981,elava-arkisto,26-32857
20-157981,elava-arkisto,26-20232
20-157981,elava-arkisto,26-20627
20-157981,elava-arkisto,26-78336
20-157981,elava-arkisto,26-37028
20-157981,elava-arkisto,26-53247
20-157981,elava-arkisto,26-106341
20-157981,elava-arkisto,26-28760
20-157981,elava-arkisto,26-29000
20-157981,elava-arkisto,26-44503
20-157981,elava-arkisto,26-44314
20-157981,elava-arkisto,26-32667
20-157981,elava-arkisto,26-47484
20-157981,elava-arkisto,26-46703
20-157981,elava-arkisto,26-39133
20-157981,elava-arkisto,26-94682
20-157981,elava-arkisto,26-108792
20-157981,elava-arkisto,26-38672
20-157981,elava-arkisto,26-49955
20-157981,elava-arkisto,26-46130
20-157981,elava-arkisto,26-14656
20-157981,elava-arkisto,26-13621
20-157981,elava-arkisto,26-82769
20-157981,elava-arkisto,26-54997
20-157981,elava-arkisto,26-95506
20-165896,elava-arkisto,26-111295
20-165896,elava-arkisto,26-111287
20-165896,elava-arkisto,26-109030
20-165896,elava-arkisto,26-111301
20-165896,elava-arkisto,26-111264
20-165896,elava-arkisto,26-111296
20-165896,elava-arkisto,26-111297
20-165896,elava-arkisto,26-111266
20-165896,elava-arkisto,26-111298
20-165896,elava-arkisto,26-32145
20-165896,elava-arkisto,26-111334
20-165896,elava-arkisto,26-111268
20-165896,elava-arkisto,26-111265
20-165896,elava-arkisto,26-111267
20-165896,elava-arkisto,26-111325
20-165896,elava-arkisto,26-111299
20-165896,elava-arkisto,26-111285
20-165896,elava-arkisto,26-111294
20-165896,elava-arkisto,26-111289
20-165896,elava-arkisto,26-111300
20-166453,elava-arkisto,26-111347
20-166453,elava-arkisto,26-111343
20-166453,elava-arkisto,26-111358
20-166453,elava-arkisto,26-111360
20-166453,elava-arkisto,26-39476
20-166453,elava-arkisto,26-111361
20-166453,elava-arkisto,26-111354
20-166453,elava-arkisto,26-111348
20-166453,elava-arkisto,26-18570
20-166453,elava-arkisto,26-18574
20-166453,elava-arkisto,26-14525
20-166453,elava-arkisto,26-104616
20-166453,elava-arkisto,26-111362
20-166453,elava-arkisto,26-24525
20-166453,elava-arkisto,26-111359
20-166453,elava-arkisto,26-111357
20-166453,elava-arkisto,26-111353
20-166453,elava-arkisto,26-111350
20-166453,elava-arkisto,26-111351
20-164322,elava-arkisto,26-111186
20-166235,elava-arkisto,26-111311
20-166196,elava-arkisto,26-111304
20-166248,elava-arkisto,26-35193
20-166248,elava-arkisto,26-43162
20-166248,elava-arkisto,26-35159
20-166248,elava-arkisto,26-54362
20-166248,elava-arkisto,26-48168
20-166248,elava-arkisto,26-109648
20-166248,elava-arkisto,26-50933
20-166248,elava-arkisto,26-33714
20-166248,elava-arkisto,26-45014
20-166248,elava-arkisto,26-111309
20-166248,elava-arkisto,26-95721
20-166248,elava-arkisto,26-84
20-166248,elava-arkisto,26-91
20-166248,elava-arkisto,26-275
20-166248,elava-arkisto,26-26242
20-166248,elava-arkisto,26-3488
20-166248,elava-arkisto,26-75783
20-166248,elava-arkisto,26-102762
20-166248,elava-arkisto,26-80164
20-166281,elava-arkisto,26-111321
20-166281,elava-arkisto,26-111332
20-165260,elava-arkisto,26-111246
20-165260,elava-arkisto,26-111247
20-165260,elava-arkisto,26-111245
20-166172,elava-arkisto,26-111284
20-165732,elava-arkisto,26-111303
20-165998,elava-arkisto,26-111292
20-164339,elava-arkisto,26-111207
20-164339,elava-arkisto,26-111212
20-164339,elava-arkisto,26-111231
20-164339,elava-arkisto,26-111211
20-164339,elava-arkisto,26-111223
20-164339,elava-arkisto,26-111199
20-164339,elava-arkisto,26-111202
20-164339,elava-arkisto,26-111201
20-164339,elava-arkisto,26-111206
20-164339,elava-arkisto,26-111203
20-164339,elava-arkisto,26-111204
20-164339,elava-arkisto,26-111205
20-164234,elava-arkisto,26-111129
20-164234,elava-arkisto,26-111071
20-164234,elava-arkisto,26-111073
20-164234,elava-arkisto,26-111076
20-164234,elava-arkisto,26-111086
20-164234,elava-arkisto,26-111252
20-164234,elava-arkisto,26-111242
20-164234,elava-arkisto,26-111085
20-164234,elava-arkisto,26-111104
20-164234,elava-arkisto,26-111176
20-164234,elava-arkisto,26-110815
20-164234,elava-arkisto,26-111167
20-164234,elava-arkisto,26-111103
20-164234,elava-arkisto,26-111078
20-159662,elava-arkisto,26-111161
20-159662,elava-arkisto,26-111156
20-159662,elava-arkisto,26-111160
20-159662,elava-arkisto,26-111155
20-159662,elava-arkisto,26-111158
20-156703,elava-arkisto,26-110930
20-156703,elava-arkisto,26-110918
20-165026,elava-arkisto,26-19407
20-165026,elava-arkisto,26-19381
20-165026,elava-arkisto,26-19400
20-165026,elava-arkisto,26-19411
20-165026,elava-arkisto,26-19390
20-165026,elava-arkisto,26-19420
20-165026,elava-arkisto,26-12324
20-164545,elava-arkisto,26-111208
20-164968,elava-arkisto,26-111217
20-164956,elava-arkisto,26-111165
20-164526,elava-arkisto,26-109747
20-164526,elava-arkisto,26-99684
20-164526,elava-arkisto,26-50996
20-164526,elava-arkisto,26-25211
20-164526,elava-arkisto,26-98228
20-164526,elava-arkisto,26-43125
20-164526,elava-arkisto,26-102455
20-164526,elava-arkisto,26-110628
20-164526,elava-arkisto,26-44023
20-164526,elava-arkisto,26-109117
20-164526,elava-arkisto,26-35325
20-164526,elava-arkisto,26-3463
20-164526,elava-arkisto,26-94949
20-164526,elava-arkisto,26-4170
20-164526,elava-arkisto,26-23465
20-164526,elava-arkisto,26-3300
20-164526,elava-arkisto,26-25274
20-164526,elava-arkisto,26-52818
20-164526,elava-arkisto,26-26078
20-164551,elava-arkisto,26-111198
20-164518,elava-arkisto,26-111200
20-164292,elava-arkisto,26-111067
20-159664,elava-arkisto,26-111118
20-159664,elava-arkisto,26-111119
20-164212,elava-arkisto,26-111171
20-164212,elava-arkisto,26-111174
20-164147,elava-arkisto,26-111170
20-157660,elava-arkisto,26-111122
20-157660,elava-arkisto,26-111109
20-157660,elava-arkisto,26-111111
20-157660,elava-arkisto,26-111128
20-157660,elava-arkisto,26-111108
20-157660,elava-arkisto,26-111126
20-157660,elava-arkisto,26-111113
20-157660,elava-arkisto,26-111121
20-157660,elava-arkisto,26-111152
20-157660,elava-arkisto,26-111110
20-159542,elava-arkisto,26-111141
20-159207,elava-arkisto,26-111130
20-159343,elava-arkisto,26-111115
20-159315,elava-arkisto,26-111098
20-159315,elava-arkisto,26-111099
20-157535,elava-arkisto,26-111035
20-157535,elava-arkisto,26-111037
20-157535,elava-arkisto,26-111039
20-157535,elava-arkisto,26-111036
20-157535,elava-arkisto,26-111038
20-158760,elava-arkisto,26-111075
20-158760,elava-arkisto,26-111084
20-157314,elava-arkisto,26-110986
20-157314,elava-arkisto,26-110987
20-158957,elava-arkisto,26-111093
20-158740,elava-arkisto,26-111091
20-158857,elava-arkisto,26-111088
20-158182,elava-arkisto,26-111059
20-158182,elava-arkisto,26-111058
20-158340,elava-arkisto,26-111069
20-158340,elava-arkisto,26-111070
20-156895,elava-arkisto,26-110977
20-157243,elava-arkisto,26-111060
20-154796,elava-arkisto,26-101386
20-157908,elava-arkisto,26-111033
20-157255,elava-arkisto,26-110742
20-157255,elava-arkisto,26-110740
20-157255,elava-arkisto,26-110747
20-157255,elava-arkisto,26-110743
20-157255,elava-arkisto,26-110746
20-157255,elava-arkisto,26-110753
20-157255,elava-arkisto,26-110755
20-157255,elava-arkisto,26-110792
20-157255,elava-arkisto,26-110794
20-157255,elava-arkisto,26-110759
20-157255,elava-arkisto,26-110756
20-157615,elava-arkisto,26-111020
20-157615,elava-arkisto,26-104274
20-157634,elava-arkisto,26-111030
20-157422,elava-arkisto,26-111018
20-157422,elava-arkisto,26-111019
20-157422,elava-arkisto,26-111027
20-157600,elava-arkisto,26-111024
20-157396,elava-arkisto,26-111009
20-157396,elava-arkisto,26-111010
20-157396,elava-arkisto,26-111008
20-157327,elava-arkisto,26-110991
20-157327,elava-arkisto,26-110992
20-157327,elava-arkisto,26-110993
20-157327,elava-arkisto,26-110997
20-157327,elava-arkisto,26-110998
20-157327,elava-arkisto,26-110999
20-157327,elava-arkisto,26-111002
20-157327,elava-arkisto,26-111000
20-157327,elava-arkisto,26-111001
20-155215,elava-arkisto,26-108446
20-155250,elava-arkisto,26-110842
20-155250,elava-arkisto,26-110857
20-155250,elava-arkisto,26-110856
20-155250,elava-arkisto,26-110838
20-155250,elava-arkisto,26-110836
20-155250,elava-arkisto,26-110832
20-155250,elava-arkisto,26-110833
20-155250,elava-arkisto,26-110834
20-155250,elava-arkisto,26-110841
20-155250,elava-arkisto,26-110835
20-155250,elava-arkisto,26-110831
20-156975,elava-arkisto,26-110979
20-156975,elava-arkisto,26-110974
20-156975,elava-arkisto,26-110978
20-156975,elava-arkisto,26-110980
20-156975,elava-arkisto,26-110982
20-156975,elava-arkisto,26-110981
20-156863,elava-arkisto,26-110990
20-156068,elava-arkisto,26-110885
20-156753,elava-arkisto,26-110943
20-156759,elava-arkisto,26-110958
20-156749,elava-arkisto,26-110951
20-156583,elava-arkisto,26-110932
20-156583,elava-arkisto,26-110939
20-156583,elava-arkisto,26-110931
20-156583,elava-arkisto,26-110933
20-156583,elava-arkisto,26-110921
20-156583,elava-arkisto,26-110963
20-156583,elava-arkisto,26-110962
20-156583,elava-arkisto,26-110920
20-156583,elava-arkisto,26-110937
20-156184,elava-arkisto,26-110936
20-156595,elava-arkisto,26-110934
20-156595,elava-arkisto,26-110935
20-156595,elava-arkisto,26-110940
20-156274,elava-arkisto,26-110907
20-156265,elava-arkisto,26-1578
20-156265,elava-arkisto,26-110903
20-156265,elava-arkisto,26-1570
20-156265,elava-arkisto,26-1526
20-156265,elava-arkisto,26-1552
20-156265,elava-arkisto,26-1492
20-156265,elava-arkisto,26-110913
20-156265,elava-arkisto,26-1502
20-156265,elava-arkisto,26-1524
20-156265,elava-arkisto,26-8840
20-156265,elava-arkisto,26-105090
20-156265,elava-arkisto,26-105089
20-156265,elava-arkisto,26-110906
20-156362,elava-arkisto,26-110904
20-156362,elava-arkisto,26-35052
20-156362,elava-arkisto,26-26421
20-156362,elava-arkisto,26-107239
20-156362,elava-arkisto,26-107744
20-156215,elava-arkisto,26-110896
20-139192,elava-arkisto,26-110280
20-139192,elava-arkisto,26-109951
20-156083,elava-arkisto,26-110886
20-156083,elava-arkisto,26-110890
20-156083,elava-arkisto,26-110886
20-156083,elava-arkisto,26-110889
20-156083,elava-arkisto,26-110888
20-156083,elava-arkisto,26-110887
20-155981,elava-arkisto,26-110880
20-154944,elava-arkisto,26-110829
20-154944,elava-arkisto,26-110830
20-154944,elava-arkisto,26-110870
20-154944,elava-arkisto,26-110852
20-154944,elava-arkisto,26-110871
20-154944,elava-arkisto,26-110847
20-145800,elava-arkisto,26-110681
20-155850,elava-arkisto,26-110878
20-155705,elava-arkisto,26-110867
20-155564,elava-arkisto,26-110865
20-155398,elava-arkisto,26-110864
20-155398,elava-arkisto,26-110860
20-155398,elava-arkisto,26-110863
20-155398,elava-arkisto,26-110861
20-155398,elava-arkisto,26-110859
20-155398,elava-arkisto,26-44885
20-155398,elava-arkisto,26-110862
20-155038,elava-arkisto,26-110824
20-145887,elava-arkisto,26-110758
20-145887,elava-arkisto,26-110738
20-145887,elava-arkisto,26-110736
20-145887,elava-arkisto,26-110744
20-145887,elava-arkisto,26-110747
20-145887,elava-arkisto,26-110794
20-145887,elava-arkisto,26-110756
20-145887,elava-arkisto,26-110745
20-145887,elava-arkisto,26-110815
20-145887,elava-arkisto,26-110751
20-145887,elava-arkisto,26-110793
20-154518,elava-arkisto,26-110803
20-154518,elava-arkisto,26-110804
20-154518,elava-arkisto,26-110806
20-154518,elava-arkisto,26-110802
20-154512,elava-arkisto,26-110798
20-154512,elava-arkisto,26-110797
20-154381,elava-arkisto,26-110795
20-144726,elava-arkisto,26-110628
20-143549,elava-arkisto,26-110786
20-144529,elava-arkisto,26-110613
20-154116,elava-arkisto,26-110789
20-154116,elava-arkisto,26-110788
20-142926,elava-arkisto,26-110518
20-153930,elava-arkisto,26-110251
20-153828,elava-arkisto,26-110780
20-154025,elava-arkisto,26-110787
20-141255,elava-arkisto,26-110679
20-144685,elava-arkisto,26-110522
20-144685,elava-arkisto,26-110525
20-144685,elava-arkisto,26-110685
20-144685,elava-arkisto,26-110522
20-144685,elava-arkisto,26-110684
20-144685,elava-arkisto,26-110553
20-144685,elava-arkisto,26-78642
